isJunction,isValid,locationType,stopDesc,stopId,stopLat,stopLon,stopName
Y,Y,TERMINAL,,1,22.642036,88.431122,AIRPORT (GATE NO.1)
Y,Y,TERMINAL,,2,22.652987,88.438289,AIRPORT (GATE NO.3)
Y,Y,JUNCTION,,3,22.4897,88.395331,AJOY NAGAR
N,Y,STOP,,5,22.584474,88.214893,ALAMPUR
Y,Y,JUNCTION,,6,22.525084,88.330894,ALIPORE (LALBATI)
N,Y,STOP,,7,22.535232,88.333479,ALIPORE ZOO
Y,Y,JUNCTION,,8,22.56822,88.411353,SALT LAKE STADIUM / AMRI
Y,Y,TERMINAL,,9,22.368769,88.271799,AMTALA
N,Y,STOP,,10,22.660438,88.365172,ARIADAHA
N,Y,STOP,,11,22.563749,88.338575,BABUGHAT
Y,Y,JUNCTION,,13,22.483851,88.375483,BAGHAJATIN
N,Y,STOP,,15,22.45737,88.285382,BAGPOTA
Y,Y,JUNCTION,,16,22.610244,88.427993,BAGUIHATI
N,Y,STOP,,17,22.597213,88.421702,BAISHAKHI
Y,Y,JUNCTION,,19,22.484069,88.302248,BAKULTALA
N,Y,STOP,,20,22.563927,88.287377,BAKULTALA (HOWRAH)
N,Y,STOP,,21,22.573759,88.4623,BALAKA
N,Y,STOP,,22,22.652591,88.347309,BALLY GHAT
N,Y,STOP,,23,22.528176,88.365998,BALLYGUNGE PHARI
Y,Y,TERMINAL,,24,22.521169,88.369335,BALLYGUNGE STATION
N,Y,STOP,,25,22.474155,88.361256,BANSHDRONI
Y,Y,TERMINAL,,26,22.508057,88.515258,BANTALA (IT PARK)
N,Y,STOP,,27,22.63259,88.371084,BARANAGAR BAZAR
N,Y,STOP,,28,22.720041,88.486644,BARASAT BUS STAND
Y,Y,JUNCTION,,29,22.760908,88.370327,BARRACKPORE
Y,Y,TERMINAL,,30,22.352953,88.43594,BARUIPUR
Y,Y,TERMINAL,,31,22.572383,88.347925,BBD BAG (G.P.O.)
Y,Y,TERMINAL,,33,22.50212,88.318116,BEHALA (14)
N,Y,STOP,,34,22.507086,88.297184,BEHALA AIRPORT
Y,Y,TERMINAL,,35,22.486974,88.313127,BEHALA CHOWRASTHA
Y,Y,JUNCTION,,36,22.503954,88.318791,BEHALA THANA
Y,Y,JUNCTION,,37,22.57542,88.301818,BELEPOLE
N,Y,STOP,,38,22.605216,88.38398,BELGACHIA
Y,Y,JUNCTION,,39,22.561822,88.408357,BUILDING MORE (BELEGHATA)
N,Y,STOP,,40,22.631371,88.352137,BELUR MATH
N,Y,STOP,,41,22.579729,88.397761,BENGAL CHEMICAL
N,Y,STOP,,42,22.584851,88.404193,BIDHANNAGAR COLLEGE
Y,Y,TERMINAL,,43,22.590217,88.416898,BIKASH BHAVAN
N,Y,STOP,,44,22.663418,88.428821,BIRATI
N,Y,STOP,,45,22.595673,88.361675,BK PAL MORE
Y,Y,JUNCTION,,47,22.582116,88.349648,BARA BAZAR
Y,Y,JUNCTION,,50,22.590259,88.363751,CENTRAL AVENUE & BEADON STREET
N,Y,STOP,,51,22.500029,88.330829,CHANDITALA
Y,Y,TERMINAL,,52,22.517195,88.337717,CHETLA
Y,Y,JUNCTION,,53,22.623677,88.441014,CHINAR PARK
Y,Y,JUNCTION,,54,22.55809,88.411404,CHINGRIGHATA
Y,Y,JUNCTION,,55,22.618695,88.379238,CHIRIA MORE
N,Y,STOP,,56,22.545691,88.370596,CHITTARANJAN HOSPITAL
N,Y,STOP,,57,22.538145,88.306582,CIGARETTE KOL (ITC)
Y,Y,JUNCTION,,58,22.562877,88.396286,CIT MORE (BELEGHATA)
Y,Y,JUNCTION,,59,22.58807,88.409643,CITY CENTER 1
Y,Y,JUNCTION,,60,22.574786,88.433869,COLLEGE MORE (SECTOR V)
Y,Y,JUNCTION,,61,22.577005,88.364115,COLLEGE STREET & MG ROAD
N,Y,STOP,,62,22.550586,88.326849,DAHIGHAT
Y,Y,JUNCTION,,63,22.50553,88.250111,DAKGHAR
Y,Y,TERMINAL,,64,22.653522,88.362801,DAKSHINESWAR
N,Y,STOP,,65,22.562778,88.295896,DANESH SEIKH LANE
N,Y,STOP,,66,22.683974,88.295628,DANKUNI
Y,Y,JUNCTION,,67,22.517354,88.352351,DESHAPRIYA PARK
N,Y,STOP,,69,22.57328,88.181269,DHULAGORI (NIRMALA CINEMA HALL)
N,Y,STOP,,70,22.1934,88.189418,DIAMOND HARBOUR
Y,Y,TERMINAL,,71,22.453156,88.302409,DIAMOND PARK
Y,Y,TERMINAL,,72,22.619735,88.392692,DUMDUM RLY STN
Y,Y,TERMINAL,,73,22.652582,88.377394,DUNLOP
N,Y,STOP,,74,22.65507,88.421841,DURGA NAGAR
Y,Y,JUNCTION,,75,22.605533,88.469317,ECO PARK
Y,Y,JUNCTION,,76,22.584454,88.489509,ECOSPACE
Y,Y,TERMINAL,,77,22.492515,88.213284,EDEN CITY
Y,Y,JUNCTION,,78,22.533488,88.327246,EKBALPUR
N,Y,STOP,,79,22.552365,88.371567,ENTALLY
Y,Y,TERMINAL,,80,22.563521,88.350992,ESPLANADE (WBTC BUS STAND)
Y,Y,JUNCTION,,81,22.541737,88.347214,EXIDE
Y,Y,JUNCTION,,82,22.584028,88.415287,FD BLOCK (SALT LAKE)
N,Y,STOP,,83,22.584771,88.411875,FD PARK
Y,Y,JUNCTION,,84,22.583394,88.418806,FE BLOCK (SALT LAKE)
Y,Y,JUNCTION,,85,22.553383,88.343732,FORT WILLIAM
N,Y,STOP,,86,22.60692,88.369625,GALIFF STREET
Y,Y,JUNCTION,,88,22.585286,88.372307,GANGA RAM
Y,Y,TERMINAL,,89,22.46559,88.377349,GARIA
N,Y,STOP,,90,22.467374,88.403721,GARIA STATION
Y,Y,JUNCTION,,91,22.519574,88.365312,GARIAHAT
Y,Y,JUNCTION,,92,22.576628,88.413634,GD ISLAND (SALT LAKE)
Y,Y,TERMINAL,,93,22.592288,88.343932,GHASHBAGAN
Y,Y,JUNCTION,,94,22.586237,88.362662,GIRISH PARK
Y,Y,JUNCTION,,95,22.515578,88.366821,GOL PARK
Y,Y,TERMINAL,,96,22.490731,88.360677,GOLF GREEN
Y,Y,JUNCTION,,97,22.52396,88.337489,GOPAL NAGAR
Y,Y,JUNCTION,,98,22.62777,88.43351,HALDIRAM
Y,Y,TERMINAL,,99,22.479876,88.33776,HARIDEVPUR
N,Y,STOP,,100,22.594608,88.370934,HATIBAGAN
N,Y,STOP,,101,22.545221,88.5303,HATISALA
Y,Y,JUNCTION,,102,22.523627,88.346472,HAZRA
N,Y,STOP,,103,22.588971,88.368874,HEDUA
Y,Y,JUNCTION,,104,22.483831,88.392155,HILAND PARK
Y,Y,JUNCTION,,105,22.506769,88.335078,HINDUSTAN SWEETS
Y,Y,TERMINAL,,106,22.583097,88.334112,HOWRAH MAIDAN
Y,Y,TERMINAL,,107,22.585163,88.343958,HOWRAH STATION
N,Y,STOP,,108,22.592537,88.313009,ICHAPUR (JAL TANK)
Y,Y,JUNCTION,,110,22.49137,88.372425,JADAVPUR (SULEKHA)
Y,Y,JUNCTION,,111,22.502976,88.367774,JADAVPUR POLICE STATION
Y,Y,JUNCTION,,112,22.517404,88.298396,JINJIRA BAZAR
Y,Y,TERMINAL,,113,22.448748,88.299421,JOKA
N,Y,STOP,,115,22.548491,88.28771,KACHCHI SADAK
Y,Y,JUNCTION,,116,22.63446,88.43456,KAIKHALI
Y,Y,JUNCTION,,117,22.504152,88.400803,KALIKAPUR
N,Y,STOP,,118,22.449289,88.390868,KAMALGAZI
Y,Y,TERMINAL,,119,22.580254,88.390589,KANKURGACHI
Y,Y,JUNCTION,,121,22.485926,88.340259,KARUNAMOYEE (TOLLYGUNGE)
Y,Y,TERMINAL,,122,22.585472,88.422097,KARUNAMOYEE (SALT LAKE)
Y,Y,JUNCTION,,123,22.594102,88.375375,KHANNA
Y,Y,JUNCTION,,124,22.541299,88.326043,KIDDERPORE
N,Y,STOP,,125,22.463468,88.334498,KOBOR DANGA
Y,Y,TERMINAL,,126,22.601304,88.382081,KOLKATA STATION
N,Y,STOP,,127,22.606226,88.259332,KONA EXPRESSWAY CROSSING
Y,Y,TERMINAL,,128,22.481373,88.3463,KUNDGHAT
Y,Y,JUNCTION,,129,22.541069,88.358834,BECK BAGAN
N,Y,STOP,,130,22.581542,88.406446,LABONY
N,Y,STOP,,131,22.524435,88.352491,LANSDOWN & HAZRA
Y,Y,JUNCTION,,132,22.501912,88.357801,LORDS MORE
N,Y,STOP,,133,22.693022,88.463481,MADHYAMGRAM
Y,Y,JUNCTION,,134,22.516184,88.323255,MAJHERHAT
N,Y,STOP,,135,22.618,88.480375,MALANCHA HOUSING
Y,Y,JUNCTION,,136,22.546677,88.36146,MALLICK BAZAR
Y,Y,TERMINAL,,137,22.569733,88.317686,MANDIRTALA
Y,Y,JUNCTION,,138,22.585277,88.374721,MANIKTALA
Y,Y,JUNCTION,,139,22.578669,88.360709,MG ROAD & CENTRAL AVENUE
Y,Y,JUNCTION,,140,22.579689,88.356879,MG ROAD & CHITPUR
Y,Y,JUNCTION,,141,22.541259,88.355143,MINTO PARK
Y,Y,JUNCTION,,142,22.527106,88.325937,MOMINPUR
Y,Y,JUNCTION,,143,22.561822,88.367361,MOULALI
N,Y,STOP,,144,22.485754,88.284524,MUCHIPARA
Y,Y,JUNCTION,,145,22.492356,88.39679,MUKUNDAPUR
Y,Y,TERMINAL,,146,22.565793,88.315113,NABANNA (TOLL GATE)
N,Y,STOP,,147,22.622805,88.414278,NAGER BAZAR
N,Y,STOP,,149,22.470091,88.37014,NAKTALA
Y,Y,JUNCTION,,150,22.509009,88.332954,NEW ALIPORE (PETROL PUMP)
N,Y,STOP,,151,22.47249,88.39855,NEW GARIA
Y,Y,TERMINAL,,152,22.581839,88.453331,NEWTOWN
Y,Y,JUNCTION,,153,22.573062,88.421209,NICCO PARK
N,Y,STOP,,154,22.592339,88.356493,NIMTALA
N,Y,STOP,,155,22.550393,88.362906,NONAPUKUR
Y,Y,TERMINAL,,156,22.616012,88.379012,PAIKPARA
Y,Y,JUNCTION,,157,22.54308,88.366213,PARK CIRCUS 7 POINT CROSSING
Y,Y,JUNCTION,,158,22.555248,88.349959,PARK STREET
Y,Y,TERMINAL,,159,22.509227,88.306561,PARNASREE
Y,Y,TERMINAL,,160,22.471756,88.389688,PATULI
Y,Y,JUNCTION,,161,22.572249,88.389473,PHOOLBAGAN
N,Y,STOP,,162,22.591343,88.399762,PNB
N,Y,STOP,,163,22.555922,88.331666,PRINCEP GHAT
Y,Y,JUNCTION,,164,22.539851,88.336443,PTS
N,Y,STOP,,167,22.551731,88.273687,RAJABAGAN
Y,Y,TERMINAL,,168,22.576589,88.37353,RAJABAZAR
N,Y,STOP,,169,22.657542,88.309608,RAJCHANDRAPUR
N,Y,STOP,,171,22.543487,88.294694,RAMNAGAR
N,Y,STOP,,172,22.483137,88.35321,RANIKUTHI
Y,Y,JUNCTION,,173,22.516958,88.345871,RASHBEHARI
Y,Y,JUNCTION,,175,22.513427,88.401765,RUBY
N,Y,STOP,,177,22.613516,88.271563,SALAP
N,Y,STOP,,179,22.479824,88.294965,SARSUNA
N,Y,STOP,,180,22.481016,88.283622,SARSUNA COLLEGE
Y,Y,JUNCTION,,181,22.542887,88.398361,SCIENCE CITY XING
Y,Y,JUNCTION,,182,22.568812,88.430638,SDF
Y,Y,JUNCTION,,183,22.565731,88.368938,SEALDAH
N,Y,STOP,,184,22.618765,88.387928,SEVEN TANKS
Y,Y,TERMINAL,,185,22.485199,88.289448,SHAKUNTALA PARK
Y,Y,TERMINAL,,186,22.565334,88.514249,SHAPOORJI
Y,Y,JUNCTION,,187,22.571992,88.344487,SHIPPING CORPORATION
Y,Y,JUNCTION,,188,22.601789,88.373659,SHYAMBAZAR
Y,Y,JUNCTION,,190,22.630965,88.378481,SINTHI MORE
Y,Y,TERMINAL,,192,22.580155,88.429025,SLD GATE BUS STOP
N,Y,STOP,,194,22.442764,88.42976,SONARPUR STATION
Y,Y,JUNCTION,,195,22.596757,88.362241,SOVABAZAR
N,Y,STOP,,196,22.570831,88.42602,SWASTHA BHAVAN
N,Y,STOP,,197,22.610515,88.384677,TALA PARK
Y,Y,JUNCTION,,198,22.512319,88.321946,TARATALA
N,Y,STOP,,199,22.574654,88.351455,TEA BOARD
Y,Y,JUNCTION,,200,22.580943,88.437031,TECHNOPOLIS
Y,Y,TERMINAL,,201,22.456393,88.304699,THAKURPUKUR (3A)
Y,Y,JUNCTION,,202,22.463032,88.307245,THAKURPUKUR (BAZAR)
N,Y,STOP,,203,22.598273,88.322225,TIKIAPARA
Y,Y,TERMINAL,,204,22.492994,88.345358,TOLLYGUNGE (METRO)
Y,Y,JUNCTION,,205,22.503329,88.345142,TOLLYGUNGE (PHARI)
Y,Y,JUNCTION,,206,22.541545,88.386946,TOPSIA
Y,Y,TERMINAL,,207,22.592275,88.39122,BIDHANNAGAR RLY STN
Y,Y,TERMINAL,,208,22.57541,88.479799,UNITECH
Y,Y,JUNCTION,,211,22.585633,88.367522,VIVEKANANDA ROAD & BIDHAN SARANI
N,Y,STOP,,212,22.597173,88.40945,WATER TANK NO 4 (SALT LAKE)
Y,Y,JUNCTION,,213,22.562996,88.358756,WELLINGTON (LENIN SARANI)
Y,Y,JUNCTION,,214,22.579105,88.426536,WIPRO
N,Y,STOP,,215,22.499346,88.369608,JADAVPUR UNIVERSITY 4NO GATE
N,Y,STOP,,216,22.501257,88.351649,LAKE GARDENS
N,Y,STOP,,221,22.523915,88.341646,KALIGHAT
N,Y,STOP,,223,22.526605,88.346161,Ramesh Mitra Road (North)
N,Y,STOP,,226,22.548073,88.34834,JIBONDEEP
N,Y,STOP,,229,22.50211,88.36173,SOUTH CITY
N,Y,STOP,,230,22.569206,88.349563,GREAT EASTERN
N,Y,STOP,,234,22.538126,88.346629,ELGIN ROAD
N,Y,STOP,,235,22.507229,88.345491,CHARU MARKET/RABINDRA SARABAR
N,Y,STOP,,236,22.507829,88.367139,DHAKURIA
N,Y,STOP,,238,22.512798,88.34903,SOUTHERN AVENUE
Y,Y,JUNCTION,,240,22.559324,88.348755,MAYO ROAD
N,Y,STOP,,242,22.532947,88.345988,Ramesh Mitra Road (South)
Y,Y,JUNCTION,,246,22.540148,88.37036,DARGA ROAD XING (4 NO)
Y,Y,JUNCTION,,248,22.552427,88.406378,METROPOLITAN
N,Y,STOP,,250,22.571962,88.432259,WEBEL MORE
N,Y,STOP,,251,22.559121,88.372704,PHILIPS MORE (CIT ROAD)
N,Y,STOP,,261,22.467809,88.308667,PANCHANAN TALA
Y,Y,JUNCTION,,263,22.481385,88.31069,SAKHER BAZAR
Y,Y,JUNCTION,,264,22.499539,88.317438,BEHALA TRAM DEPOT
Y,Y,JUNCTION,,265,22.543687,88.329571,HESTINGS (KARL MARX)
Y,Y,JUNCTION,,266,22.570344,88.349914,BBD BAG
N,Y,STOP,,267,22.572456,88.358809,CENTRAL AVENUE
N,Y,STOP,,268,22.571156,88.361543,BOWBAZAR
N,Y,STOP,,269,22.574331,88.362913,CALCULTTA UNIVERSITY
Y,Y,JUNCTION,,271,22.571274,88.371335,SEALDAH (JAGAT CINEMA)
N,Y,STOP,,272,22.569289,88.361915,GOENKA COLLEGE
Y,Y,JUNCTION,,273,22.494827,88.316419,BEHALA MANTON
N,Y,STOP,,275,22.473386,88.309787,KADAM TALA
N,Y,STOP,,276,22.491837,88.315211,BEHALA BLIND SCHOOL
N,Y,STOP,,277,22.50675,88.319862,PATHAK PARA
Y,Y,JUNCTION,,278,22.508062,88.320433,AJANTA CINEMA
N,Y,STOP,,285,22.495118,88.34566,TOLLYGUNGE WBTC TRAM DEPOT
N,Y,STOP,,287,22.489543,88.338461,SIRITI
N,Y,STOP,,288,22.488779,88.336359,MAITY PARA
N,Y,STOP,,289,22.487322,88.334599,PITCH KAL
N,Y,STOP,,294,22.481087,88.31342,JAMES LONG SARANI
N,Y,STOP,,296,22.474375,88.309835,SILPARA
N,Y,STOP,,299,22.548256,88.400233,DHAPA MATH PUKUR
Y,Y,JUNCTION,,300,22.525152,88.396014,VIP BAZAR
N,Y,STOP,,301,22.521306,88.398343,TAGORE PARK
N,Y,STOP,,305,22.475897,88.38849,GHOSH PARA (PATULI)
N,Y,STOP,,306,22.466022,88.392818,DHALAI BRIDGE (KHUDIRAM METRO)
N,Y,STOP,,309,22.501497,88.321027,ROY BAHADUR ROAD (JAMES LONG CROSSING)
N,Y,STOP,,315,22.48117,88.319939,RAMKRISHNA MATH
N,Y,STOP,,316,22.486067,88.331355,DHARA PARA
N,Y,STOP,,322,22.564477,88.347876,CURZON PARK
N,Y,STOP,,323,22.531947,88.327019,CMRI HOSPITAL
N,Y,STOP,,325,22.521898,88.324583,BURDWAN ROAD
N,Y,STOP,,327,22.473764,88.299038,SASTIR MORE
N,Y,STOP,,329,22.484468,88.305508,NATUN PARA (BAKULTALA)
N,Y,STOP,,333,22.535205,88.327432,BODY GUARD
N,Y,STOP,,334,22.539119,88.327432,ST THOMAS SCHOOL
N,Y,STOP,,336,22.57022,88.343155,HIGH COURT
N,Y,STOP,,337,22.574646,88.34616,FAIRLIE PLACE
N,Y,STOP,,338,22.577386,88.352352,CANNING STREET
N,Y,STOP,,350,22.572325,88.36207,MEDICAL COLLEGE
N,Y,STOP,,352,22.582358,88.382511,BAGMARI BAZAR
N,Y,STOP,,353,22.568217,88.364918,BANK OF INDIA (BOW BAZAR)
N,Y,STOP,,354,22.572078,88.353048,LAL BAZAR
N,Y,STOP,,355,22.484542,88.312046,JANAKALYAN
N,Y,STOP,,357,22.512049,88.329599,TRIANGULAR PARK (NEW ALIPORE)
N,Y,STOP,,359,22.512277,88.332817,DURGAPUR BRIDGE
N,Y,STOP,,361,22.516806,88.348417,LAKE MARKET
Y,Y,JUNCTION,,362,22.519571,88.376087,KASBA POST OFFICE
Y,Y,JUNCTION,,363,22.51936,88.385299,BOSE PUKUR
N,Y,STOP,,365,22.514378,88.392749,ACROPOLIS/KASBA NEW MARKET/RAJDANGA
N,Y,STOP,,367,22.531484,88.395871,UTTAR PANCHANNA GRAM
Y,Y,TERMINAL,,369,22.5819,88.452457,NAZRUL TIRTHA (NEW TOWN)
N,Y,STOP,,370,22.581282,88.457476,HOME TOWN
N,Y,STOP,,373,22.578653,88.471632,RABINDRA TIRTHA (NARKEL BAGAN)
N,Y,STOP,,374,22.518182,88.356797,TRIANGULAR PARK (GARIAHAT)
N,Y,STOP,,376,22.515866,88.306416,TARATALA STATE GARAGE
N,Y,STOP,,380,22.519387,88.36377,BASANTI DEVI COLLEGE
N,Y,STOP,,383,22.545829,88.347943,BIRLA PLANETORIUM
N,Y,STOP,,384,22.510152,88.345778,MUDIALI
N,Y,STOP,,386,22.545846,88.346897,BIRLA PLANETARIUM
N,Y,STOP,,387,22.514917,88.345813,PSC Office
N,Y,STOP,,390,22.578138,88.435531,PHILIPS MORE (SECTOR V)
N,Y,STOP,,391,22.54093,88.341229,PG HOSPITAL (SSKM)
N,Y,STOP,,392,22.536996,88.333515,ALIPUR ZOO
Y,Y,TERMINAL,,396,22.466661,88.377809,GARIA BUS STAND
N,Y,STOP,,397,22.478613,88.376227,GANGULY BAGAN
N,Y,STOP,,399,22.500196,88.369158,BENGAL LAMP
N,Y,STOP,,406,22.541492,88.351587,CAMAC STREET
N,Y,STOP,,408,22.493639,88.375455,SANTOSHPUR
N,Y,STOP,,409,22.492388,88.392149,SURVEY PARK
N,Y,STOP,,410,22.49557,88.398482,METRO CASH & CARRY
N,Y,STOP,,412,22.528346,88.394995,PANCHANNA GRAM
N,Y,STOP,,417,22.76775,88.392909,NILGUNGE DEPOT
N,Y,STOP,,418,22.767453,88.388339,BARRACKPORE WIRELESS GATE
N,Y,STOP,,419,22.696483,88.418938,MURAGACHA (KALYANI EXPRESSWAY)
N,Y,STOP,,420,22.698107,88.427435,BOJGHAR (MADHYAMGRAM ROAD)
N,Y,STOP,,421,22.697255,88.441468,SAJIRHAT (NEW BARRACKPUR)
N,Y,STOP,,423,22.696167,88.449665,ARATI CHINEMA
N,Y,STOP,,424,22.694909,88.45783,MADHYAMGRAM STATION
Y,Y,JUNCTION,,425,22.692415,88.465372,MADHYAMGRAM CHOWMATHA
N,Y,STOP,,426,22.685684,88.463237,NEW BARRACKPORE
Y,Y,JUNCTION,,427,22.682457,88.462153,DOLTALA
N,Y,STOP,,429,22.674805,88.445481,SUKANTA NAGAR (BIRATI)
N,Y,STOP,,430,22.668509,88.444815,MICHAEL NAGAR
N,Y,STOP,,431,22.661978,88.442551,BAKRA
N,Y,STOP,,432,22.659371,88.441468,BIRATI MORE
N,Y,STOP,,433,22.655826,88.439977,SARAT COLONY
N,Y,STOP,,435,22.621842,88.432574,TEGHARIA
N,Y,STOP,,436,22.61891,88.432231,RAGHUNATHPUR
Y,Y,JUNCTION,,439,22.60367,88.42437,KESTOPUR
N,Y,STOP,,440,22.603143,88.418691,DUMDUM PARK
Y,Y,JUNCTION,,441,22.603222,88.412211,BANGUR
Y,Y,JUNCTION,,442,22.600033,88.407039,LAKE TOWN
N,Y,STOP,,443,22.598091,88.403713,SREEBHUMI
Y,Y,JUNCTION,,444,22.589769,88.393304,ULTADANGA HUDCO
N,Y,STOP,,447,22.583089,88.361901,RAM MANDIR
N,Y,STOP,,448,22.580994,88.361367,MAHAJATI SADAN
N,Y,STOP,,449,22.76582,88.4048,MOHANPUR (NILGUNJ ROAD)
N,Y,STOP,,450,22.764653,88.409162,DEB PUKUR (NILGUNJ ROAD)
N,Y,STOP,,453,22.540281,88.334418,SARADA MANI SATU
N,Y,STOP,,455,22.56501,88.410484,K B K C MORE
N,Y,STOP,,457,22.429365,88.404792,RAJPUR KALITALA
N,Y,STOP,,458,22.418168,88.414136,HARINAVI
N,Y,STOP,,459,22.424341,88.408976,MALANCHA (RAJPUR)
N,Y,STOP,,460,22.421837,88.411258,RAJPUR
N,Y,STOP,,463,22.372093,88.425598,GOBINDAPUR (BARUIPUR)
Y,Y,JUNCTION,,465,22.550131,88.34883,MAIDAN METRO
N,Y,STOP,,468,22.619264,88.46439,AKANKHA MORE
Y,Y,TERMINAL,,469,22.719161,88.485493,BARASAT (CHAPADALI)
Y,Y,JUNCTION,,471,22.711431,88.47558,BARASAT (DAK BANGLOW)
N,Y,STOP,,472,22.621562,88.450643,CITY CENTRE 2
N,Y,STOP,,474,22.581624,88.295484,BAKSARA/JANA GATE
N,Y,STOP,,478,22.578365,88.299497,BETORE
N,Y,STOP,,480,22.570387,88.305554,CARRY ROAD
N,Y,STOP,,481,22.560737,88.350668,ESPLANADE (NEW MARKET)
N,Y,STOP,,482,22.575335,88.359712,KOLUTOLA
N,Y,STOP,,483,22.598563,88.366085,GREY STREET
N,Y,STOP,,484,22.600167,88.367877,RAJ BALLABH PARK
Y,Y,JUNCTION,,485,22.60094,88.370999,SHYAM BAZAR METRO
Y,Y,JUNCTION,,486,22.609418,88.375892,TALA BRIDGE
N,Y,STOP,,487,22.638088,88.37808,TOBIN ROAD
Y,Y,JUNCTION,,488,22.663666,88.376746,KAMARHATI MUNICIPALITY
N,Y,STOP,,489,22.676513,88.376031,KAMARHATI
N,Y,STOP,,490,22.694222,88.375183,PANIHATI
N,Y,STOP,,491,22.70996,88.374411,SUKHCHAR
N,Y,STOP,,492,22.724171,88.373574,KHARDAH BAZAR
N,Y,STOP,,493,22.737678,88.372802,TITAGARH POLICE STATION
N,Y,STOP,,494,22.743724,88.372491,TITAGARH BAZAR
N,Y,STOP,,495,22.76139,88.366163,BARRACKPORE CHIRIYA MORE
N,Y,STOP,,503,22.701426,88.470444,SISIR KUNJA ( HRIDAYPUR)
N,Y,STOP,,506,22.645977,88.377625,BONHOOGLY
N,Y,STOP,,507,22.627013,88.378687,RABINDRA BHARATI UNIVERSITY
Y,Y,JUNCTION,,508,22.595558,88.364889,SOVA BAZAR METRO
N,Y,STOP,,509,22.59639,88.365125,BAG BAZAR
N,Y,STOP,,512,22.574032,88.402763,APPOLO HOSPITAL
Y,Y,JUNCTION,,514,22.578011,88.401732,MANI SQUARE
N,Y,STOP,,515,22.56077,88.322831,TOLL PLAZA (VIDYASAGAR SETU)
N,Y,STOP,,516,22.504112,88.372903,SALIMPUR
